epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
365,5627.9,0.5635,0.39803,0.95219,0.90388,0.7826,0.8619,0.63194,1.14531,0.92775,1.45822,0.0006658,0.0006658,0.0006658
366,5643.31,0.56634,0.40159,0.96102,0.95585,0.77466,0.87693,0.63806,1.15394,0.9326,1.45575,0.000663049,0.000663049,0.000663049
367,5658.72,0.57607,0.40369,0.96582,0.97512,0.74573,0.87128,0.621,1.15926,0.90046,1.45761,0.000660299,0.000660299,0.000660299
368,5674.12,0.56348,0.39692,0.95823,0.88192,0.77642,0.8696,0.61674,1.14418,0.92403,1.43924,0.000657548,0.000657548,0.000657548
369,5689.59,0.57363,0.40066,0.96466,0.85999,0.77628,0.86049,0.61588,1.11481,0.93345,1.42345,0.000654798,0.000654798,0.000654798
370,5704.94,0.56193,0.39771,0.95727,0.96722,0.72662,0.87416,0.6201,1.12738,0.92321,1.45442,0.000652047,0.000652047,0.000652047
371,5720.25,0.55639,0.39991,0.95748,0.95615,0.72518,0.86924,0.61251,1.12283,0.90556,1.44574,0.000649297,0.000649297,0.000649297
372,5735.55,0.56069,0.39666,0.95788,0.91627,0.7628,0.86735,0.62364,1.12426,0.89489,1.44877,0.000646546,0.000646546,0.000646546
373,5750.85,0.57799,0.40336,0.96488,0.91889,0.75677,0.87971,0.63117,1.16718,0.92586,1.47345,0.000643795,0.000643795,0.000643795
374,5766.25,0.55995,0.39945,0.95192,0.88878,0.74359,0.865,0.62464,1.16289,0.94386,1.4778,0.000641045,0.000641045,0.000641045
375,5781.64,0.56261,0.39931,0.95674,0.94473,0.75402,0.86704,0.62991,1.1641,0.96709,1.48299,0.000638294,0.000638294,0.000638294
376,5796.99,0.56912,0.39941,0.95415,0.88334,0.75154,0.85805,0.61962,1.13693,0.99013,1.44737,0.000635544,0.000635544,0.000635544
377,5812.33,0.54234,0.37606,0.94614,0.86974,0.76686,0.86358,0.62645,1.15275,0.98006,1.44932,0.000632793,0.000632793,0.000632793
378,5827.72,0.54396,0.38462,0.94969,0.91858,0.7351,0.8683,0.63295,1.15914,0.98682,1.44918,0.000630043,0.000630043,0.000630043
379,5843,0.54598,0.39648,0.95213,0.9452,0.7335,0.86184,0.63785,1.1221,0.97304,1.4167,0.000627292,0.000627292,0.000627292
380,5858.32,0.54434,0.38669,0.94284,0.93853,0.72979,0.85921,0.64401,1.12475,1.04142,1.43185,0.000624542,0.000624542,0.000624542
381,5873.65,0.55519,0.38648,0.95445,0.88152,0.76775,0.86087,0.63975,1.12573,1.0277,1.44211,0.000621791,0.000621791,0.000621791
382,5888.99,0.52667,0.37219,0.94647,0.89746,0.75836,0.85006,0.63772,1.14197,0.94856,1.44863,0.00061904,0.00061904,0.00061904
383,5904.4,0.5404,0.38458,0.94407,0.90324,0.74857,0.8529,0.63653,1.15891,0.9669,1.46028,0.00061629,0.00061629,0.00061629
384,5919.83,0.55228,0.3906,0.95368,0.89013,0.76008,0.86506,0.6458,1.15549,0.93539,1.44968,0.000613539,0.000613539,0.000613539
385,5935.2,0.53493,0.38124,0.93479,0.90052,0.78154,0.86403,0.64738,1.15176,0.9448,1.45049,0.000610789,0.000610789,0.000610789
386,5950.54,0.52808,0.37438,0.9398,0.89344,0.79065,0.86417,0.64909,1.16207,0.95533,1.44549,0.000608038,0.000608038,0.000608038
387,5965.85,0.55178,0.39085,0.95356,0.93112,0.79513,0.85761,0.63751,1.19237,0.93479,1.46378,0.000605288,0.000605288,0.000605288
388,5981.1,0.5341,0.37772,0.94515,0.9173,0.79693,0.85717,0.64627,1.15145,0.90599,1.42686,0.000602537,0.000602537,0.000602537
389,5996.48,0.54256,0.38288,0.94702,0.87197,0.80156,0.87402,0.64426,1.12796,0.89649,1.4082,0.000599787,0.000599787,0.000599787
390,6011.93,0.54501,0.38482,0.94554,0.91814,0.78412,0.8595,0.64053,1.11063,0.91436,1.40813,0.000597036,0.000597036,0.000597036
391,6027.29,0.52746,0.37077,0.93587,0.95514,0.74061,0.85285,0.64001,1.13146,0.97267,1.423,0.000594286,0.000594286,0.000594286
392,6042.63,0.53674,0.38376,0.95379,0.96312,0.72939,0.85863,0.6388,1.15023,0.99075,1.43985,0.000591535,0.000591535,0.000591535
393,6058.01,0.54898,0.38576,0.94359,0.90062,0.7844,0.86154,0.62382,1.14999,0.9332,1.463,0.000588784,0.000588784,0.000588784
394,6073.38,0.54421,0.38717,0.9483,0.894,0.79082,0.86011,0.63184,1.15607,0.93059,1.46254,0.000586034,0.000586034,0.000586034
395,6088.68,0.51913,0.36819,0.93849,0.92807,0.76121,0.85032,0.62838,1.15883,0.93941,1.45208,0.000583283,0.000583283,0.000583283
396,6103.95,0.52932,0.37409,0.93696,0.90872,0.76528,0.83499,0.62429,1.16169,0.97056,1.46324,0.000580533,0.000580533,0.000580533
397,6119.27,0.54414,0.37825,0.93931,0.90156,0.75538,0.85566,0.63529,1.15578,0.9755,1.46088,0.000577782,0.000577782,0.000577782
398,6134.72,0.52895,0.37361,0.94537,0.97418,0.72042,0.85218,0.63651,1.1455,0.94199,1.4643,0.000575032,0.000575032,0.000575032
399,6150.11,0.53661,0.37839,0.94036,0.86069,0.76775,0.82993,0.61641,1.13943,0.96351,1.45784,0.000572281,0.000572281,0.000572281
400,6165.51,0.52261,0.36787,0.93804,0.89173,0.76801,0.84433,0.62792,1.13074,1.00909,1.43717,0.000569531,0.000569531,0.000569531
401,6180.84,0.53711,0.37004,0.94293,0.8733,0.77128,0.86143,0.6377,1.11399,0.98606,1.4206,0.00056678,0.00056678,0.00056678
402,6196.16,0.53194,0.37202,0.93845,0.90974,0.73393,0.84357,0.63156,1.12062,0.99355,1.41421,0.000564029,0.000564029,0.000564029
403,6211.36,0.51709,0.36618,0.92815,0.92266,0.71382,0.85349,0.64253,1.13243,0.95637,1.44233,0.000561279,0.000561279,0.000561279
404,6226.55,0.52927,0.37316,0.94795,0.95002,0.71567,0.87731,0.64538,1.1244,0.91378,1.43172,0.000558528,0.000558528,0.000558528
405,6241.97,0.52745,0.37652,0.9364,0.93275,0.72706,0.85905,0.63511,1.11249,0.9692,1.4222,0.000555778,0.000555778,0.000555778
406,6257.46,0.53885,0.37531,0.9417,0.95187,0.71267,0.86136,0.64439,1.11895,0.97145,1.44156,0.000553027,0.000553027,0.000553027
407,6272.78,0.52587,0.38208,0.93811,0.94125,0.73319,0.8589,0.6313,1.14718,0.98021,1.45763,0.000550277,0.000550277,0.000550277
408,6288.2,0.51987,0.35869,0.93619,0.92228,0.73209,0.84973,0.63235,1.13933,0.98173,1.45516,0.000547526,0.000547526,0.000547526
409,6303.64,0.54064,0.37815,0.94881,0.9115,0.76929,0.87731,0.65254,1.12817,0.94815,1.45023,0.000544776,0.000544776,0.000544776
410,6319.04,0.51094,0.36069,0.93585,0.91439,0.76307,0.8745,0.65367,1.12458,0.90497,1.45386,0.000542025,0.000542025,0.000542025
411,6334.4,0.51727,0.36288,0.93136,0.9082,0.76472,0.87706,0.65141,1.12289,0.90403,1.45222,0.000539275,0.000539275,0.000539275
412,6349.75,0.52776,0.3713,0.93258,0.90487,0.78864,0.88342,0.65259,1.13279,0.92875,1.4589,0.000536524,0.000536524,0.000536524
413,6365.17,0.53185,0.3785,0.94766,0.90729,0.7402,0.88098,0.64626,1.13358,0.95131,1.45115,0.000533773,0.000533773,0.000533773
414,6380.63,0.52037,0.36247,0.92993,0.8858,0.72726,0.87266,0.63421,1.15047,0.94898,1.47785,0.000531023,0.000531023,0.000531023
415,6395.96,0.51828,0.36653,0.94111,0.88764,0.79134,0.88143,0.6426,1.14756,0.96818,1.45825,0.000528272,0.000528272,0.000528272
416,6411.4,0.52234,0.36627,0.9378,0.8923,0.76889,0.88007,0.65106,1.14275,0.98293,1.44531,0.000525522,0.000525522,0.000525522
417,6426.67,0.51739,0.37307,0.9334,0.89754,0.74855,0.88105,0.66015,1.12057,0.95848,1.44343,0.000522771,0.000522771,0.000522771
418,6442.03,0.5182,0.37062,0.94188,0.90998,0.77757,0.87913,0.66,1.10008,0.93942,1.43479,0.000520021,0.000520021,0.000520021
419,6457.31,0.52334,0.37391,0.94294,0.9095,0.77795,0.88078,0.65799,1.11002,0.92011,1.44195,0.00051727,0.00051727,0.00051727
420,6472.66,0.50563,0.35448,0.9342,0.9385,0.73734,0.87712,0.6477,1.10124,0.8974,1.43863,0.00051452,0.00051452,0.00051452
421,6488.18,0.50984,0.3574,0.92895,0.86977,0.75299,0.85742,0.63584,1.10937,0.90347,1.4296,0.000511769,0.000511769,0.000511769
422,6503.56,0.50781,0.35096,0.93413,0.87656,0.74489,0.85634,0.63933,1.11376,0.94836,1.4371,0.000509018,0.000509018,0.000509018
423,6518.92,0.49705,0.34955,0.92853,0.92973,0.76643,0.84962,0.63281,1.11827,0.91909,1.44257,0.000506268,0.000506268,0.000506268
424,6534.25,0.50235,0.35261,0.92794,0.96374,0.76775,0.86643,0.63805,1.13063,0.91307,1.45757,0.000503517,0.000503517,0.000503517
425,6549.66,0.50497,0.3525,0.92889,0.95957,0.76528,0.88085,0.64058,1.1222,0.90821,1.44525,0.000500767,0.000500767,0.000500767
426,6564.96,0.50175,0.35182,0.93679,0.9371,0.78995,0.87715,0.65169,1.11346,0.92104,1.44222,0.000498016,0.000498016,0.000498016
427,6580.28,0.51411,0.36216,0.92885,0.87164,0.78747,0.88001,0.65133,1.12513,0.92667,1.45476,0.000495266,0.000495266,0.000495266
428,6595.71,0.50501,0.35941,0.93065,0.90719,0.7802,0.88021,0.65988,1.11478,0.91209,1.44102,0.000492515,0.000492515,0.000492515
429,6611.12,0.51323,0.35849,0.93344,0.92438,0.77818,0.87339,0.656,1.11651,0.96597,1.43682,0.000489765,0.000489765,0.000489765
430,6626.43,0.50687,0.36205,0.93298,0.92121,0.78252,0.87296,0.64819,1.12076,0.96167,1.44116,0.000487014,0.000487014,0.000487014
431,6641.84,0.51178,0.35842,0.93616,0.89729,0.7949,0.87551,0.65025,1.10535,0.93567,1.42555,0.000484263,0.000484263,0.000484263
432,6657.24,0.50641,0.35355,0.93316,0.90062,0.76528,0.85629,0.64579,1.09316,0.93808,1.41208,0.000481513,0.000481513,0.000481513
433,6672.53,0.5036,0.35149,0.93406,0.87194,0.78961,0.86427,0.64173,1.12009,0.9311,1.43276,0.000478762,0.000478762,0.000478762
434,6687.82,0.486,0.35217,0.92175,0.899,0.79157,0.87505,0.64634,1.09844,0.90255,1.42007,0.000476012,0.000476012,0.000476012
435,6703.08,0.48971,0.33867,0.92375,0.90056,0.81743,0.8853,0.64531,1.09331,0.90876,1.40831,0.000473261,0.000473261,0.000473261
436,6718.5,0.49861,0.35379,0.92938,0.89175,0.81366,0.88418,0.65781,1.08431,0.89971,1.40662,0.000470511,0.000470511,0.000470511
437,6733.92,0.5058,0.35531,0.92787,0.92371,0.7952,0.87138,0.65552,1.06607,0.8967,1.39936,0.00046776,0.00046776,0.00046776
438,6749.28,0.51579,0.35655,0.93603,0.89957,0.7949,0.86828,0.66064,1.04822,0.89547,1.38929,0.00046501,0.00046501,0.00046501
439,6764.64,0.50416,0.36305,0.93097,0.90125,0.76536,0.86844,0.6494,1.06889,0.92087,1.40395,0.000462259,0.000462259,0.000462259
440,6780.04,0.5017,0.35098,0.93268,0.8708,0.76878,0.86232,0.6571,1.0631,0.91533,1.40355,0.000459509,0.000459509,0.000459509
441,6795.44,0.49512,0.35158,0.92316,0.93673,0.74306,0.86575,0.6625,1.0685,0.89875,1.40836,0.000456758,0.000456758,0.000456758
442,6810.84,0.48363,0.34006,0.92895,0.93454,0.75928,0.86581,0.65951,1.07358,0.87572,1.41322,0.000454007,0.000454007,0.000454007
443,6826.13,0.49681,0.34616,0.92418,0.93428,0.75531,0.86896,0.66561,1.09449,0.87186,1.43589,0.000451257,0.000451257,0.000451257
444,6841.55,0.48511,0.34386,0.92362,0.91531,0.76018,0.86359,0.66428,1.09373,0.88431,1.43193,0.000448506,0.000448506,0.000448506
445,6856.99,0.49972,0.3497,0.93266,0.91435,0.74804,0.84721,0.64751,1.09873,0.87935,1.423,0.000445756,0.000445756,0.000445756
446,6872.41,0.48921,0.34066,0.91673,0.94967,0.74024,0.86102,0.64712,1.11187,0.84836,1.43649,0.000443005,0.000443005,0.000443005
447,6887.74,0.48332,0.341,0.91465,0.93801,0.74628,0.8562,0.64107,1.10066,0.87377,1.42397,0.000440255,0.000440255,0.000440255
448,6903.08,0.48335,0.34557,0.92387,0.89232,0.77618,0.86477,0.64999,1.11116,0.88606,1.43211,0.000437504,0.000437504,0.000437504
449,6918.35,0.49389,0.34105,0.91684,0.87989,0.79664,0.8634,0.65084,1.10561,0.87019,1.42361,0.000434754,0.000434754,0.000434754
450,6933.53,0.47471,0.34096,0.91623,0.87971,0.76801,0.86848,0.65198,1.10292,0.8391,1.41853,0.000432003,0.000432003,0.000432003
451,6948.76,0.48784,0.33643,0.9217,0.85136,0.80131,0.87915,0.65324,1.10984,0.80511,1.4233,0.000429253,0.000429253,0.000429253
452,6964.25,0.48648,0.33543,0.91945,0.88383,0.79528,0.88547,0.66697,1.09592,0.81581,1.40818,0.000426502,0.000426502,0.000426502
453,6979.71,0.49579,0.35046,0.92863,0.89777,0.80172,0.8861,0.65375,1.09165,0.84094,1.41158,0.000423751,0.000423751,0.000423751
454,6995.03,0.47621,0.33136,0.91832,0.87599,0.80727,0.88276,0.66024,1.10695,0.88686,1.42204,0.000421001,0.000421001,0.000421001
455,7010.35,0.50025,0.34923,0.92928,0.88397,0.75794,0.88076,0.66769,1.1072,0.96567,1.42117,0.00041825,0.00041825,0.00041825
456,7025.73,0.48854,0.34486,0.92916,0.90127,0.75666,0.8777,0.66687,1.10633,0.94563,1.4212,0.0004155,0.0004155,0.0004155
457,7041.12,0.48104,0.33728,0.92024,0.90871,0.76277,0.88638,0.67225,1.08991,0.91642,1.40648,0.000412749,0.000412749,0.000412749
458,7056.49,0.47412,0.33788,0.9181,0.89442,0.78197,0.88546,0.67012,1.08387,0.89185,1.40434,0.000409999,0.000409999,0.000409999
459,7071.81,0.48478,0.34412,0.92544,0.89258,0.81676,0.88595,0.6739,1.07081,0.856,1.39624,0.000407248,0.000407248,0.000407248
460,7087.3,0.46746,0.32816,0.91701,0.88195,0.7825,0.88531,0.66938,1.07192,0.87498,1.39508,0.000404498,0.000404498,0.000404498
461,7102.68,0.47573,0.33924,0.91648,0.89151,0.75312,0.87656,0.6622,1.07964,0.90482,1.39919,0.000401747,0.000401747,0.000401747
462,7118.13,0.48233,0.33223,0.92625,0.88275,0.74412,0.84485,0.65798,1.08786,0.95257,1.40478,0.000398996,0.000398996,0.000398996
463,7133.44,0.48085,0.34015,0.92591,0.93995,0.70412,0.84882,0.6544,1.09661,0.95493,1.41259,0.000396246,0.000396246,0.000396246
464,7148.73,0.47574,0.33718,0.92061,0.92995,0.71749,0.85396,0.64837,1.10658,0.90826,1.42349,0.000393495,0.000393495,0.000393495
465,7164.01,0.48348,0.3364,0.92027,0.91199,0.74284,0.86634,0.65843,1.09808,0.88469,1.4282,0.000390745,0.000390745,0.000390745
466,7179.26,0.47183,0.33349,0.91769,0.92438,0.73071,0.87058,0.65091,1.09834,0.90888,1.4348,0.000387994,0.000387994,0.000387994
467,7194.61,0.46319,0.32605,0.91137,0.93633,0.75942,0.88413,0.65173,1.10831,0.90508,1.45064,0.000385244,0.000385244,0.000385244
468,7210.03,0.47688,0.33405,0.91701,0.91477,0.7736,0.87665,0.6573,1.11098,0.91811,1.45394,0.000382493,0.000382493,0.000382493
469,7225.34,0.47642,0.33332,0.91917,0.89774,0.79811,0.87672,0.65143,1.11564,0.90061,1.44829,0.000379743,0.000379743,0.000379743
470,7240.63,0.45954,0.33578,0.91357,0.90728,0.79242,0.88236,0.65761,1.12225,0.90997,1.44971,0.000376992,0.000376992,0.000376992
471,7256.01,0.46197,0.32361,0.91348,0.90805,0.77839,0.88083,0.65775,1.12989,0.92023,1.46205,0.000374242,0.000374242,0.000374242
472,7271.51,0.45323,0.32504,0.91109,0.90046,0.77318,0.88159,0.65485,1.12854,0.93325,1.46275,0.000371491,0.000371491,0.000371491
473,7286.84,0.46433,0.32577,0.91267,0.89041,0.77113,0.88538,0.653,1.11008,0.93167,1.44437,0.00036874,0.00036874,0.00036874
474,7302.12,0.46351,0.32266,0.91438,0.94372,0.74745,0.88607,0.65514,1.10494,0.92945,1.43024,0.00036599,0.00036599,0.00036599
475,7317.48,0.46812,0.32421,0.91689,0.97008,0.71489,0.88295,0.65853,1.11468,0.96448,1.44254,0.000363239,0.000363239,0.000363239
476,7332.9,0.46793,0.33187,0.91114,0.95713,0.73778,0.88298,0.65723,1.109,0.95595,1.4416,0.000360489,0.000360489,0.000360489
477,7348.31,0.46619,0.32852,0.91407,0.96052,0.716,0.88283,0.66983,1.10291,0.94027,1.43307,0.000357738,0.000357738,0.000357738
478,7363.77,0.45817,0.32163,0.90736,0.8707,0.77437,0.88306,0.66616,1.10789,0.95525,1.42836,0.000354988,0.000354988,0.000354988
479,7379.14,0.46635,0.32524,0.91997,0.9053,0.76255,0.87138,0.65515,1.10759,0.96868,1.42893,0.000352237,0.000352237,0.000352237
480,7394.47,0.46566,0.32923,0.91736,0.85968,0.77107,0.86712,0.65116,1.10616,0.97284,1.43381,0.000349487,0.000349487,0.000349487
481,7409.72,0.45762,0.3221,0.90725,0.91216,0.73226,0.86645,0.65053,1.10213,0.99564,1.42905,0.000346736,0.000346736,0.000346736
482,7424.99,0.46851,0.32882,0.91465,0.86118,0.75367,0.86477,0.64419,1.10078,0.97141,1.4272,0.000343985,0.000343985,0.000343985
483,7440.45,0.46115,0.32627,0.91368,0.93984,0.70357,0.86212,0.64398,1.10576,0.9364,1.43091,0.000341235,0.000341235,0.000341235
484,7455.92,0.4736,0.33853,0.92583,0.89383,0.75721,0.8679,0.6451,1.10178,0.90495,1.42512,0.000338484,0.000338484,0.000338484
485,7471.23,0.46147,0.33576,0.91431,0.91026,0.73316,0.86629,0.64349,1.10196,0.90711,1.42682,0.000335734,0.000335734,0.000335734
486,7486.59,0.45603,0.32969,0.91513,0.93476,0.73362,0.86938,0.64682,1.10734,0.90224,1.42712,0.000332983,0.000332983,0.000332983
487,7501.99,0.45698,0.32392,0.90991,0.89642,0.76776,0.88015,0.66361,1.08859,0.89815,1.41147,0.000330233,0.000330233,0.000330233
488,7517.35,0.4549,0.32285,0.91252,0.93086,0.74622,0.88438,0.66904,1.07569,0.9117,1.39627,0.000327482,0.000327482,0.000327482
489,7532.69,0.46916,0.33217,0.91471,0.93296,0.74756,0.87313,0.66179,1.0672,0.91847,1.38874,0.000324732,0.000324732,0.000324732
490,7548.02,0.46065,0.32432,0.90743,0.92178,0.75283,0.86616,0.65421,1.07336,0.93301,1.39183,0.000321981,0.000321981,0.000321981
491,7563.36,0.4501,0.32325,0.91193,0.95036,0.73225,0.86398,0.64967,1.08484,0.91072,1.40672,0.000319231,0.000319231,0.000319231
492,7578.75,0.4553,0.32297,0.91413,0.96629,0.71385,0.86961,0.64835,1.09066,0.93466,1.4068,0.00031648,0.00031648,0.00031648
493,7594.17,0.44989,0.31973,0.90858,0.9079,0.74556,0.86382,0.64892,1.06794,0.94444,1.39255,0.000313729,0.000313729,0.000313729
494,7609.56,0.4645,0.33282,0.91327,0.89719,0.76716,0.86212,0.65057,1.05448,0.93253,1.3835,0.000310979,0.000310979,0.000310979
495,7624.92,0.45858,0.32639,0.91391,0.88674,0.75071,0.86019,0.64371,1.05095,0.93174,1.37694,0.000308228,0.000308228,0.000308228
496,7640.26,0.45168,0.31417,0.91135,0.87998,0.76041,0.86407,0.64195,1.05879,0.94401,1.37705,0.000305478,0.000305478,0.000305478
497,7655.49,0.45933,0.32197,0.91028,0.88049,0.74611,0.85688,0.64815,1.08203,0.94514,1.40028,0.000302727,0.000302727,0.000302727
498,7670.81,0.45064,0.31505,0.90219,0.95587,0.71594,0.86201,0.6456,1.0802,0.93839,1.40608,0.000299977,0.000299977,0.000299977
499,7686.28,0.44615,0.31279,0.90826,0.89623,0.74687,0.86394,0.65059,1.08007,0.93791,1.40805,0.000297226,0.000297226,0.000297226
500,7701.58,0.46183,0.33484,0.91332,0.90801,0.77116,0.86473,0.64601,1.07192,0.92309,1.41117,0.000294476,0.000294476,0.000294476
501,7716.87,0.44032,0.31145,0.90486,0.90924,0.76893,0.86694,0.64687,1.05756,0.90024,1.40414,0.000291725,0.000291725,0.000291725
502,7732.18,0.43435,0.31485,0.90487,0.89826,0.76308,0.8651,0.64908,1.06559,0.91581,1.40942,0.000288974,0.000288974,0.000288974
503,7747.65,0.4522,0.326,0.91375,0.90107,0.74425,0.85996,0.64393,1.07195,0.92906,1.41107,0.000286224,0.000286224,0.000286224
504,7763.07,0.4501,0.3196,0.90883,0.89834,0.75671,0.84937,0.6422,1.06933,0.9142,1.40644,0.000283473,0.000283473,0.000283473
505,7778.35,0.44868,0.3212,0.91292,0.89773,0.74317,0.86303,0.64796,1.09296,0.92147,1.42459,0.000280723,0.000280723,0.000280723
506,7793.73,0.43442,0.30618,0.90432,0.961,0.71594,0.8723,0.6478,1.09668,0.91253,1.43088,0.000277972,0.000277972,0.000277972
507,7809.25,0.44958,0.31453,0.90531,0.94589,0.71974,0.87164,0.64878,1.09427,0.91186,1.43192,0.000275222,0.000275222,0.000275222
508,7824.63,0.42384,0.30373,0.90107,0.93356,0.7179,0.86633,0.65397,1.07422,0.90777,1.41184,0.000272471,0.000272471,0.000272471
509,7839.99,0.44831,0.3163,0.90715,0.89073,0.74249,0.8693,0.65374,1.07427,0.87493,1.41599,0.000269721,0.000269721,0.000269721
510,7855.28,0.4433,0.31447,0.90176,0.90101,0.75169,0.87587,0.65885,1.0683,0.84192,1.41263,0.00026697,0.00026697,0.00026697
511,7870.64,0.448,0.31656,0.91062,0.89094,0.76297,0.87346,0.65744,1.07262,0.8554,1.41303,0.00026422,0.00026422,0.00026422
512,7885.92,0.44336,0.31113,0.91468,0.90661,0.76824,0.8719,0.65285,1.08144,0.88105,1.42177,0.000261469,0.000261469,0.000261469
513,7901.17,0.44684,0.31645,0.90875,0.90766,0.75541,0.8705,0.6493,1.08325,0.88336,1.42716,0.000258718,0.000258718,0.000258718
514,7916.53,0.43564,0.30646,0.90108,0.91687,0.74969,0.87248,0.65669,1.07764,0.89063,1.42066,0.000255968,0.000255968,0.000255968
515,7932.01,0.44227,0.31384,0.91422,0.90566,0.74792,0.86985,0.65752,1.06869,0.88496,1.41491,0.000253217,0.000253217,0.000253217
516,7947.41,0.43091,0.30557,0.9087,0.91012,0.75998,0.87713,0.65368,1.07022,0.8859,1.41913,0.000250467,0.000250467,0.000250467
517,7962.71,0.43641,0.30582,0.90012,0.90643,0.74544,0.87744,0.65215,1.07318,0.87732,1.42462,0.000247716,0.000247716,0.000247716
518,7978.12,0.43445,0.30286,0.90583,0.90698,0.7362,0.8792,0.65863,1.07825,0.89224,1.43008,0.000244966,0.000244966,0.000244966
519,7993.51,0.4412,0.30979,0.90647,0.88793,0.73189,0.87775,0.66242,1.07687,0.90767,1.42707,0.000242215,0.000242215,0.000242215
520,8008.79,0.42504,0.29894,0.90032,0.9181,0.71762,0.87926,0.66124,1.07528,0.90635,1.42557,0.000239465,0.000239465,0.000239465
521,8024.08,0.43549,0.30301,0.89746,0.9277,0.71516,0.85308,0.65143,1.07993,0.93441,1.43338,0.000236714,0.000236714,0.000236714
522,8039.42,0.43799,0.30399,0.90604,0.92902,0.72039,0.85274,0.64934,1.07295,0.93666,1.43006,0.000233963,0.000233963,0.000233963
523,8054.87,0.42563,0.29843,0.89697,0.92652,0.72686,0.84483,0.65143,1.06084,0.92558,1.42364,0.000231213,0.000231213,0.000231213
524,8070.3,0.42187,0.30043,0.89932,0.91978,0.72841,0.8473,0.65439,1.05956,0.91682,1.42874,0.000228462,0.000228462,0.000228462
525,8085.73,0.42704,0.30366,0.90209,0.92087,0.73092,0.857,0.65156,1.06079,0.92085,1.42731,0.000225712,0.000225712,0.000225712
526,8101.05,0.43589,0.30915,0.89721,0.90845,0.73149,0.85637,0.65268,1.05974,0.90957,1.42093,0.000222961,0.000222961,0.000222961
527,8116.43,0.43363,0.31006,0.90627,0.90772,0.72527,0.86015,0.65635,1.06012,0.89597,1.42131,0.000220211,0.000220211,0.000220211
528,8131.66,0.42665,0.3042,0.89944,0.92327,0.7185,0.86764,0.6544,1.05734,0.86896,1.41308,0.00021746,0.00021746,0.00021746
529,8146.85,0.42552,0.30461,0.89567,0.96054,0.69128,0.87469,0.66473,1.05651,0.88426,1.4111,0.00021471,0.00021471,0.00021471
530,8162.28,0.42009,0.29949,0.89926,0.95954,0.69128,0.87705,0.66576,1.05854,0.88514,1.41356,0.000211959,0.000211959,0.000211959
531,8177.88,0.43194,0.31088,0.91021,0.90459,0.73947,0.8797,0.67011,1.0597,0.86547,1.41101,0.000209209,0.000209209,0.000209209
532,8193.25,0.41764,0.30045,0.89467,0.90261,0.74516,0.87991,0.6777,1.0633,0.86728,1.40967,0.000206458,0.000206458,0.000206458
533,8208.64,0.41809,0.29854,0.89592,0.89985,0.74674,0.87647,0.6708,1.06603,0.88527,1.40665,0.000203707,0.000203707,0.000203707
534,8224.11,0.43782,0.30794,0.90745,0.91137,0.74069,0.87395,0.67467,1.06843,0.90585,1.40629,0.000200957,0.000200957,0.000200957
535,8239.52,0.42777,0.30301,0.90224,0.91667,0.75028,0.8743,0.67029,1.05381,0.91659,1.39689,0.000198206,0.000198206,0.000198206
536,8254.85,0.42096,0.30015,0.8964,0.90574,0.73718,0.87455,0.66405,1.04841,0.91299,1.3981,0.000195456,0.000195456,0.000195456
537,8270.13,0.42389,0.29848,0.89581,0.88782,0.74056,0.87365,0.66815,1.03436,0.88652,1.38747,0.000192705,0.000192705,0.000192705
538,8285.58,0.43353,0.30253,0.90721,0.90349,0.75794,0.87697,0.67064,1.04525,0.87421,1.39835,0.000189955,0.000189955,0.000189955
539,8300.99,0.42666,0.30104,0.90221,0.88922,0.75083,0.87408,0.66303,1.06653,0.87049,1.41898,0.000187204,0.000187204,0.000187204
540,8316.39,0.4298,0.30149,0.90529,0.90423,0.74271,0.87061,0.66336,1.06805,0.87722,1.41415,0.000184454,0.000184454,0.000184454
541,8331.73,0.42307,0.30023,0.89962,0.94584,0.72248,0.87222,0.66389,1.06828,0.88396,1.4087,0.000181703,0.000181703,0.000181703
542,8347.05,0.42624,0.29849,0.90031,0.91919,0.72667,0.87481,0.66109,1.06881,0.88444,1.4076,0.000178952,0.000178952,0.000178952
543,8362.38,0.41713,0.29467,0.89406,0.92203,0.72723,0.87654,0.65941,1.05885,0.85972,1.39973,0.000176202,0.000176202,0.000176202
544,8377.58,0.42351,0.29936,0.8988,0.93798,0.72924,0.88956,0.66764,1.0546,0.871,1.39963,0.000173451,0.000173451,0.000173451
545,8392.89,0.42553,0.29887,0.90294,0.90732,0.7185,0.88105,0.66526,1.03562,0.87921,1.3891,0.000170701,0.000170701,0.000170701
546,8408.31,0.40508,0.29553,0.89469,0.91378,0.72593,0.88085,0.66316,1.03104,0.87703,1.38957,0.00016795,0.00016795,0.00016795
547,8423.65,0.41512,0.29623,0.89243,0.89948,0.72346,0.86844,0.66289,1.05187,0.87012,1.40589,0.0001652,0.0001652,0.0001652
548,8439,0.41673,0.29472,0.89942,0.90524,0.7311,0.87659,0.67255,1.04907,0.84815,1.40865,0.000162449,0.000162449,0.000162449
549,8454.3,0.41227,0.29084,0.89157,0.92368,0.74244,0.87445,0.68235,1.04925,0.85771,1.40863,0.000159699,0.000159699,0.000159699
