epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,2787.14,0.82588,0.60028,1.09493,0.90339,0.77765,0.86738,0.56287,1.30554,0.95303,1.57019,0.00117465,0.00117465,0.00117465
181,2802.46,0.86362,0.6266,1.11836,0.96335,0.71807,0.82461,0.53091,1.38687,1.07728,1.63768,0.0011719,0.0011719,0.0011719
182,2817.82,0.81448,0.58564,1.08555,0.90066,0.76541,0.83789,0.53533,1.35081,0.95775,1.6205,0.00116915,0.00116915,0.00116915
183,2833.18,0.82681,0.58955,1.09283,0.86437,0.7855,0.85089,0.53763,1.35175,0.96743,1.60277,0.0011664,0.0011664,0.0011664
184,2848.41,0.80586,0.59466,1.08638,0.89225,0.78886,0.86948,0.56537,1.37003,0.88239,1.61932,0.00116365,0.00116365,0.00116365
185,2863.59,0.82124,0.58426,1.09786,0.90564,0.743,0.84678,0.53757,1.3979,0.977,1.60895,0.0011609,0.0011609,0.0011609
186,2879.05,0.822,0.59289,1.0912,0.86742,0.76929,0.84153,0.54978,1.41093,1.04285,1.61044,0.00115815,0.00115815,0.00115815
187,2894.39,0.78831,0.58803,1.07397,0.96046,0.70203,0.84348,0.55028,1.39265,0.93887,1.63589,0.0011554,0.0011554,0.0011554
188,2909.73,0.81945,0.59439,1.0865,0.84542,0.78114,0.83615,0.54258,1.35755,0.98676,1.60521,0.00115265,0.00115265,0.00115265
189,2925.05,0.78057,0.57789,1.08119,0.90109,0.73326,0.83205,0.54977,1.35494,0.9764,1.59222,0.0011499,0.0011499,0.0011499
190,2940.42,0.80983,0.58598,1.08716,0.96439,0.74872,0.87129,0.55155,1.35019,0.91131,1.59169,0.00114715,0.00114715,0.00114715
191,2955.81,0.82359,0.5896,1.09058,0.91948,0.78301,0.84961,0.53157,1.32028,0.91974,1.59069,0.0011444,0.0011444,0.0011444
192,2971.13,0.79,0.59101,1.07662,0.93338,0.70447,0.80687,0.52583,1.31816,0.96894,1.56383,0.00114164,0.00114164,0.00114164
193,2986.44,0.8039,0.5897,1.0707,0.84075,0.74473,0.82585,0.53418,1.34526,1.01419,1.59304,0.00113889,0.00113889,0.00113889
194,3001.78,0.81817,0.59272,1.08577,0.866,0.78165,0.83312,0.53151,1.29441,0.90471,1.57224,0.00113614,0.00113614,0.00113614
195,3017.2,0.80171,0.57767,1.08244,0.8944,0.75123,0.8554,0.54808,1.34878,0.89716,1.58233,0.00113339,0.00113339,0.00113339
196,3032.67,0.76726,0.55906,1.06402,0.8592,0.70257,0.82062,0.54289,1.28482,0.94963,1.51951,0.00113064,0.00113064,0.00113064
197,3048.02,0.78681,0.57462,1.06371,0.91358,0.70613,0.8358,0.56162,1.32611,0.96385,1.56479,0.00112789,0.00112789,0.00112789
198,3063.33,0.77,0.56232,1.06329,0.90645,0.73532,0.84031,0.55237,1.36325,1.02296,1.60206,0.00112514,0.00112514,0.00112514
199,3078.68,0.77304,0.56837,1.05859,0.89301,0.74565,0.81851,0.54974,1.30944,0.93639,1.5665,0.00112239,0.00112239,0.00112239
200,3093.92,0.78455,0.58393,1.07356,0.94024,0.7483,0.8641,0.5631,1.31292,0.90848,1.56554,0.00111964,0.00111964,0.00111964
201,3109.24,0.78624,0.57351,1.06975,0.86529,0.7826,0.85278,0.52939,1.36697,0.95703,1.61063,0.00111689,0.00111689,0.00111689
202,3124.62,0.78295,0.58133,1.07307,0.8569,0.75433,0.84988,0.56785,1.31569,0.9203,1.54174,0.00111414,0.00111414,0.00111414
203,3140.01,0.76917,0.55943,1.06794,0.91808,0.65862,0.79402,0.53141,1.32611,0.96071,1.55304,0.00111139,0.00111139,0.00111139
204,3155.32,0.78817,0.56798,1.06867,0.86434,0.81131,0.87838,0.57655,1.31177,0.89403,1.54209,0.00110864,0.00110864,0.00110864
205,3170.71,0.79815,0.58306,1.06862,0.87236,0.70699,0.81238,0.52876,1.34962,0.93786,1.59404,0.00110589,0.00110589,0.00110589
206,3186.2,0.782,0.55719,1.06364,0.96405,0.73319,0.86598,0.55266,1.34988,0.87868,1.60577,0.00110314,0.00110314,0.00110314
207,3201.48,0.77564,0.5546,1.05628,0.94863,0.69799,0.83994,0.54014,1.36898,0.98456,1.59602,0.00110039,0.00110039,0.00110039
208,3216.73,0.78493,0.58213,1.0615,0.91041,0.73071,0.85945,0.54821,1.35988,0.90128,1.59058,0.00109764,0.00109764,0.00109764
209,3232.06,0.75333,0.55393,1.04729,0.85841,0.73466,0.84376,0.55654,1.3668,0.94162,1.61285,0.00109489,0.00109489,0.00109489
210,3247.42,0.76954,0.56426,1.05998,0.88385,0.77037,0.84461,0.55108,1.33531,0.91044,1.54108,0.00109214,0.00109214,0.00109214
211,3262.85,0.78836,0.56921,1.06626,0.88134,0.70207,0.81311,0.52277,1.32225,0.93011,1.55683,0.00108938,0.00108938,0.00108938
212,3278.27,0.75069,0.55116,1.05428,0.91102,0.70445,0.82407,0.53121,1.31588,0.91358,1.56527,0.00108663,0.00108663,0.00108663
213,3293.59,0.75861,0.54691,1.06617,0.87705,0.75071,0.83684,0.5338,1.38009,0.93893,1.60977,0.00108388,0.00108388,0.00108388
214,3308.94,0.75324,0.5463,1.05724,0.87733,0.75958,0.82309,0.53842,1.34637,0.92282,1.58079,0.00108113,0.00108113,0.00108113
215,3324.25,0.741,0.53689,1.04345,0.86779,0.76103,0.83256,0.54624,1.33477,1.01583,1.58628,0.00107838,0.00107838,0.00107838
216,3339.51,0.73384,0.53387,1.04799,0.85091,0.74661,0.80984,0.54155,1.33493,0.97184,1.58397,0.00107563,0.00107563,0.00107563
217,3354.94,0.73569,0.52671,1.04472,0.87374,0.74986,0.82413,0.54948,1.30654,0.98549,1.56878,0.00107288,0.00107288,0.00107288
218,3370.36,0.74431,0.53903,1.04206,0.8878,0.77098,0.8366,0.53427,1.3102,0.95017,1.54466,0.00107013,0.00107013,0.00107013
219,3385.72,0.74087,0.54898,1.04447,0.8864,0.77262,0.84918,0.55419,1.32511,0.94813,1.56583,0.00106738,0.00106738,0.00106738
220,3401.07,0.73808,0.51997,1.03415,0.89708,0.75439,0.85642,0.58698,1.30283,0.89377,1.56109,0.00106463,0.00106463,0.00106463
221,3416.43,0.74373,0.53218,1.05116,0.91742,0.82187,0.89735,0.5685,1.29863,0.9021,1.57399,0.00106188,0.00106188,0.00106188
222,3431.78,0.73531,0.52444,1.05037,0.87518,0.79663,0.87454,0.59043,1.27525,0.86231,1.52059,0.00105913,0.00105913,0.00105913
223,3447.13,0.73117,0.52767,1.03152,0.87323,0.76289,0.86667,0.59311,1.3059,0.89111,1.51392,0.00105638,0.00105638,0.00105638
224,3462.52,0.75615,0.54541,1.04756,0.89848,0.76767,0.85378,0.56871,1.30307,0.93475,1.56538,0.00105363,0.00105363,0.00105363
225,3477.88,0.72287,0.52445,1.03378,0.91537,0.76528,0.862,0.58744,1.2917,0.95908,1.54279,0.00105088,0.00105088,0.00105088
226,3493.29,0.73477,0.52465,1.03161,0.93807,0.67375,0.82363,0.56267,1.30465,0.94289,1.54839,0.00104813,0.00104813,0.00104813
227,3508.74,0.74178,0.52104,1.04123,0.84547,0.80133,0.8469,0.57274,1.27682,0.8581,1.51343,0.00104538,0.00104538,0.00104538
228,3524.11,0.73357,0.52681,1.04127,0.89871,0.7432,0.84133,0.58339,1.24719,0.91123,1.48322,0.00104263,0.00104263,0.00104263
229,3539.45,0.73872,0.53045,1.04833,0.90822,0.73427,0.84116,0.55982,1.26792,0.97296,1.50698,0.00103987,0.00103987,0.00103987
230,3554.79,0.72662,0.52874,1.044,0.9037,0.72978,0.84607,0.58229,1.24945,0.91428,1.52397,0.00103712,0.00103712,0.00103712
231,3569.95,0.74095,0.53565,1.04924,0.92342,0.75051,0.85768,0.55984,1.24466,0.93478,1.48638,0.00103437,0.00103437,0.00103437
232,3585.18,0.72542,0.5259,1.03322,0.88246,0.77766,0.87815,0.58065,1.24618,0.85385,1.50231,0.00103162,0.00103162,0.00103162
233,3600.58,0.70566,0.49696,1.02235,0.90368,0.77693,0.86489,0.57464,1.27546,0.92892,1.5302,0.00102887,0.00102887,0.00102887
234,3616.06,0.74941,0.52806,1.05429,0.81946,0.81586,0.87302,0.58144,1.2279,0.86801,1.48415,0.00102612,0.00102612,0.00102612
235,3631.34,0.73746,0.51442,1.03499,0.848,0.80882,0.87276,0.56807,1.27441,0.83142,1.52852,0.00102337,0.00102337,0.00102337
236,3646.68,0.70792,0.50934,1.01452,0.88744,0.78187,0.84192,0.56651,1.28151,1.02053,1.52965,0.00102062,0.00102062,0.00102062
237,3662.06,0.70258,0.51103,1.0274,0.86696,0.7846,0.85746,0.58347,1.25132,0.90482,1.50148,0.00101787,0.00101787,0.00101787
238,3677.54,0.73646,0.5283,1.03581,0.91967,0.71389,0.85336,0.57546,1.28253,0.95613,1.51507,0.00101512,0.00101512,0.00101512
239,3692.9,0.71506,0.51683,1.02659,0.91571,0.78911,0.85111,0.57608,1.27077,0.91681,1.50094,0.00101237,0.00101237,0.00101237
240,3708.23,0.71075,0.51996,1.03628,0.82861,0.77717,0.8326,0.56642,1.23631,0.92444,1.47412,0.00100962,0.00100962,0.00100962
241,3723.63,0.72385,0.51667,1.03428,0.84854,0.78013,0.83351,0.56309,1.26688,0.91128,1.52577,0.00100687,0.00100687,0.00100687
242,3739.06,0.69156,0.50459,1.01325,0.86849,0.78516,0.8545,0.56097,1.2799,0.8368,1.5341,0.00100412,0.00100412,0.00100412
243,3754.49,0.7003,0.49855,1.02605,0.92965,0.74125,0.85297,0.57229,1.28102,0.85193,1.52515,0.00100137,0.00100137,0.00100137
244,3769.92,0.70499,0.51201,1.02808,0.88998,0.7539,0.87196,0.58613,1.27698,0.85549,1.5133,0.000998616,0.000998616,0.000998616
245,3785.23,0.71781,0.52522,1.03125,0.91293,0.77757,0.88856,0.59468,1.24289,0.86211,1.46723,0.000995866,0.000995866,0.000995866
246,3800.67,0.69316,0.49066,1.01464,0.87778,0.78243,0.8599,0.57835,1.2729,0.88728,1.50039,0.000993115,0.000993115,0.000993115
247,3816.14,0.69456,0.50175,1.01698,0.8507,0.79094,0.8514,0.58027,1.30224,0.92643,1.55114,0.000990365,0.000990365,0.000990365
248,3831.56,0.67723,0.48247,1.00441,0.84639,0.7727,0.82574,0.55018,1.26637,0.94946,1.5028,0.000987614,0.000987614,0.000987614
249,3847.01,0.70314,0.50729,1.01961,0.84305,0.78495,0.84527,0.57106,1.27436,0.89215,1.50246,0.000984864,0.000984864,0.000984864
250,3862.45,0.70794,0.50433,1.02748,0.89711,0.74019,0.84289,0.57587,1.24285,0.92729,1.5033,0.000982113,0.000982113,0.000982113
251,3877.77,0.6903,0.49945,1.01897,0.86848,0.76536,0.83667,0.59199,1.25094,0.87562,1.52675,0.000979362,0.000979362,0.000979362
252,3893.13,0.71442,0.51463,1.02088,0.84938,0.76043,0.84338,0.58414,1.24577,0.89266,1.50405,0.000976612,0.000976612,0.000976612
253,3908.58,0.69493,0.49673,1.02744,0.84267,0.77578,0.83256,0.58544,1.26803,0.93853,1.48782,0.000973861,0.000973861,0.000973861
254,3923.9,0.67159,0.47409,1.0096,0.91546,0.75051,0.85257,0.59733,1.20526,0.86587,1.4461,0.000971111,0.000971111,0.000971111
255,3939.24,0.66324,0.4708,0.99949,0.8773,0.78508,0.85277,0.57894,1.22935,0.87547,1.47214,0.00096836,0.00096836,0.00096836
256,3954.62,0.69143,0.50265,1.02366,0.85873,0.76694,0.84726,0.58787,1.29056,0.89897,1.55008,0.00096561,0.00096561,0.00096561
257,3969.99,0.68316,0.48499,1.01351,0.86983,0.79957,0.86374,0.57503,1.31987,0.8861,1.56566,0.000962859,0.000962859,0.000962859
258,3985.36,0.69384,0.50985,1.02892,0.91887,0.82032,0.87153,0.59034,1.26247,0.85782,1.51421,0.000960109,0.000960109,0.000960109
259,4000.77,0.68144,0.48,1.00868,0.93406,0.72089,0.86795,0.58357,1.26881,0.85694,1.52719,0.000957358,0.000957358,0.000957358
260,4016.13,0.67848,0.4864,1.01648,0.87262,0.78296,0.85772,0.57921,1.25617,0.90929,1.50676,0.000954608,0.000954608,0.000954608
261,4031.45,0.69837,0.49157,1.01557,0.84312,0.75019,0.84589,0.55672,1.24715,0.94575,1.50245,0.000951857,0.000951857,0.000951857
262,4046.74,0.68355,0.48525,1.01223,0.86299,0.79242,0.86188,0.56505,1.26895,0.93437,1.5091,0.000949106,0.000949106,0.000949106
263,4061.93,0.69221,0.49079,1.01539,0.91569,0.78729,0.86554,0.57894,1.28152,0.8961,1.53897,0.000946356,0.000946356,0.000946356
264,4077.33,0.69929,0.5062,1.03032,0.90555,0.7835,0.86966,0.57528,1.27768,0.8962,1.5518,0.000943605,0.000943605,0.000943605
265,4092.79,0.68556,0.49555,1.01986,0.87928,0.78867,0.8579,0.57995,1.25556,0.92526,1.53765,0.000940855,0.000940855,0.000940855
266,4108.19,0.68607,0.49514,1.02324,0.92676,0.76033,0.85027,0.57896,1.26089,0.94544,1.5149,0.000938104,0.000938104,0.000938104
267,4123.47,0.67641,0.48955,1.01655,0.92685,0.77718,0.86374,0.58789,1.26376,0.88811,1.51005,0.000935354,0.000935354,0.000935354
268,4138.87,0.66423,0.48558,0.99734,0.95977,0.76338,0.8544,0.59845,1.2465,0.86529,1.49908,0.000932603,0.000932603,0.000932603
269,4154.26,0.6744,0.48191,1.01083,0.91591,0.78939,0.85356,0.5767,1.2636,0.87891,1.51789,0.000929853,0.000929853,0.000929853
270,4169.62,0.66756,0.47845,1.00499,0.89866,0.78655,0.86884,0.58471,1.23734,0.92036,1.5057,0.000927102,0.000927102,0.000927102
271,4184.95,0.67898,0.48699,1.01132,0.88956,0.77927,0.86068,0.59515,1.24582,0.87161,1.52637,0.000924352,0.000924352,0.000924352
272,4200.38,0.66495,0.4833,1.01363,0.86188,0.80098,0.88422,0.60996,1.19972,0.81639,1.48252,0.000921601,0.000921601,0.000921601
273,4215.73,0.66362,0.47585,1.0048,0.86408,0.77774,0.86384,0.58582,1.21211,0.85683,1.50529,0.00091885,0.00091885,0.00091885
274,4231.08,0.67153,0.49122,1.01107,0.90357,0.78013,0.86809,0.60378,1.19313,0.87338,1.49517,0.0009161,0.0009161,0.0009161
275,4246.45,0.67971,0.49308,1.01475,0.97671,0.77123,0.8695,0.58855,1.20714,0.94767,1.50984,0.000913349,0.000913349,0.000913349
276,4261.85,0.65974,0.47359,1.00536,0.88882,0.83716,0.88106,0.59711,1.24019,0.9118,1.52619,0.000910599,0.000910599,0.000910599
277,4277.17,0.6479,0.4685,0.99736,0.87974,0.78873,0.86061,0.58702,1.27738,0.95685,1.54048,0.000907848,0.000907848,0.000907848
278,4292.37,0.65141,0.45993,0.99857,0.91726,0.75198,0.86295,0.57327,1.24512,0.94261,1.51511,0.000905098,0.000905098,0.000905098
279,4307.64,0.65809,0.46957,1.0019,0.97057,0.7341,0.85287,0.60068,1.20812,0.9119,1.47714,0.000902347,0.000902347,0.000902347
280,4323.12,0.67094,0.47718,1.01675,0.93216,0.76033,0.86869,0.60452,1.20661,0.84503,1.47742,0.000899597,0.000899597,0.000899597
281,4338.52,0.65388,0.4715,1.00434,0.91257,0.8062,0.86212,0.60934,1.20246,0.82455,1.4739,0.000896846,0.000896846,0.000896846
282,4353.82,0.64114,0.45812,0.99484,0.92785,0.78499,0.85999,0.62008,1.18348,0.83514,1.46171,0.000894095,0.000894095,0.000894095
283,4369.18,0.65427,0.46711,0.99246,0.91062,0.78756,0.86663,0.62412,1.1619,0.85506,1.43701,0.000891345,0.000891345,0.000891345
284,4384.7,0.62878,0.44791,0.98018,0.9226,0.77038,0.85532,0.60172,1.18882,0.87359,1.4557,0.000888594,0.000888594,0.000888594
285,4400.04,0.6541,0.46609,0.99787,0.91122,0.7628,0.86564,0.60297,1.22437,0.8943,1.49897,0.000885844,0.000885844,0.000885844
286,4415.42,0.6457,0.46887,0.99311,0.87866,0.772,0.86775,0.60079,1.22841,0.85249,1.51429,0.000883093,0.000883093,0.000883093
287,4430.71,0.64224,0.4665,0.99458,0.95551,0.76706,0.87123,0.58829,1.26899,0.85015,1.55057,0.000880343,0.000880343,0.000880343
288,4446.08,0.65415,0.45874,0.99332,0.887,0.77358,0.84884,0.58839,1.25786,0.8642,1.54376,0.000877592,0.000877592,0.000877592
289,4461.54,0.6335,0.45379,0.99244,0.95595,0.74309,0.86084,0.60602,1.26266,0.86718,1.55028,0.000874842,0.000874842,0.000874842
290,4476.94,0.64646,0.46868,0.99848,0.8931,0.77675,0.86387,0.60284,1.25584,0.84596,1.53161,0.000872091,0.000872091,0.000872091
291,4492.34,0.66419,0.46748,1.00469,0.89202,0.78819,0.87403,0.58986,1.2342,0.91173,1.51933,0.00086934,0.00086934,0.00086934
292,4507.62,0.66312,0.47769,0.9972,0.96905,0.72065,0.84675,0.60212,1.18802,0.89849,1.47032,0.00086659,0.00086659,0.00086659
293,4522.89,0.64336,0.46168,0.98972,0.91936,0.77596,0.86082,0.60595,1.2189,0.85254,1.50874,0.000863839,0.000863839,0.000863839
294,4538.11,0.64549,0.453,0.98779,0.90841,0.77518,0.86789,0.58665,1.28132,0.9425,1.54733,0.000861089,0.000861089,0.000861089
295,4553.56,0.64242,0.44745,0.99229,0.91546,0.82122,0.87624,0.60805,1.27003,0.90662,1.53981,0.000858338,0.000858338,0.000858338
296,4568.97,0.63375,0.45831,0.99316,0.93115,0.76041,0.85097,0.60261,1.20638,0.94237,1.47535,0.000855588,0.000855588,0.000855588
297,4584.29,0.63647,0.455,0.99546,0.94364,0.75108,0.85039,0.59427,1.19795,0.97762,1.48436,0.000852837,0.000852837,0.000852837
298,4599.58,0.63873,0.45601,0.99894,0.92426,0.75297,0.85254,0.59156,1.20513,0.95529,1.48286,0.000850087,0.000850087,0.000850087
299,4614.93,0.65204,0.46388,1.00633,0.92325,0.81781,0.87679,0.59628,1.20957,0.89733,1.49044,0.000847336,0.000847336,0.000847336
300,4630.29,0.64328,0.45892,0.99045,0.86201,0.79591,0.86219,0.58632,1.20918,0.89209,1.49544,0.000844586,0.000844586,0.000844586
301,4645.62,0.65615,0.46468,0.99774,0.92271,0.7308,0.84319,0.58581,1.21122,0.95,1.4877,0.000841835,0.000841835,0.000841835
302,4660.88,0.64033,0.45861,0.99513,0.84597,0.76426,0.82485,0.57768,1.22407,0.97424,1.50736,0.000839084,0.000839084,0.000839084
303,4676.24,0.6467,0.46821,1.00437,0.90126,0.75822,0.85479,0.58263,1.23071,0.95515,1.5218,0.000836334,0.000836334,0.000836334
304,4691.71,0.63089,0.45298,0.98359,0.81987,0.77514,0.8424,0.58615,1.21163,0.93298,1.48915,0.000833583,0.000833583,0.000833583
305,4707.09,0.63187,0.45063,0.98777,0.96443,0.69862,0.83942,0.59628,1.19413,0.92384,1.45797,0.000830833,0.000830833,0.000830833
306,4722.51,0.60966,0.43625,0.98261,0.96439,0.71594,0.85761,0.60467,1.17764,0.89144,1.44887,0.000828082,0.000828082,0.000828082
307,4737.86,0.62413,0.44756,0.98299,0.96158,0.73223,0.8666,0.623,1.20067,0.95879,1.46871,0.000825332,0.000825332,0.000825332
308,4753.19,0.62759,0.45183,0.99219,0.97591,0.76793,0.88333,0.62292,1.20442,1.04663,1.47014,0.000822581,0.000822581,0.000822581
309,4768.39,0.6123,0.4318,0.97444,0.91386,0.77886,0.86055,0.62041,1.19802,1.01246,1.4678,0.000819831,0.000819831,0.000819831
310,4783.65,0.61297,0.42866,0.97239,0.96009,0.72591,0.85554,0.61205,1.20729,1.00134,1.45553,0.00081708,0.00081708,0.00081708
311,4799.04,0.62464,0.44052,0.98259,0.94363,0.73941,0.87189,0.61799,1.17185,0.93456,1.4206,0.000814329,0.000814329,0.000814329
312,4814.49,0.62276,0.43608,0.99174,0.88438,0.81771,0.89465,0.64749,1.17358,0.87438,1.42913,0.000811579,0.000811579,0.000811579
313,4829.88,0.59856,0.43379,0.97164,0.89667,0.77784,0.88633,0.63703,1.17339,0.85279,1.45606,0.000808828,0.000808828,0.000808828
314,4845.17,0.60898,0.43734,0.98322,0.90916,0.77515,0.87171,0.60638,1.17742,0.85547,1.46089,0.000806078,0.000806078,0.000806078
315,4860.63,0.62996,0.44961,0.98443,0.9057,0.77989,0.86124,0.60693,1.19239,0.8584,1.47953,0.000803327,0.000803327,0.000803327
316,4876.07,0.62074,0.44711,0.9833,0.95765,0.76024,0.86668,0.61185,1.1783,0.92496,1.46129,0.000800577,0.000800577,0.000800577
317,4891.41,0.60979,0.43193,0.98298,0.91174,0.7949,0.87517,0.60315,1.17917,0.86048,1.47284,0.000797826,0.000797826,0.000797826
318,4906.72,0.6052,0.42726,0.97894,0.94926,0.74868,0.85819,0.60333,1.17961,0.86266,1.50344,0.000795076,0.000795076,0.000795076
319,4922.11,0.60632,0.42949,0.9645,0.93136,0.79985,0.87828,0.61876,1.19558,0.81238,1.49362,0.000792325,0.000792325,0.000792325
320,4937.45,0.62725,0.44732,0.98027,0.90912,0.79242,0.88438,0.62982,1.20187,0.85258,1.47818,0.000789575,0.000789575,0.000789575
321,4952.77,0.61346,0.43849,0.97542,0.9062,0.78499,0.85719,0.61374,1.19654,0.96667,1.50059,0.000786824,0.000786824,0.000786824
322,4968.12,0.61218,0.44087,0.98007,0.90971,0.80966,0.87301,0.63011,1.22636,0.94318,1.53108,0.000784073,0.000784073,0.000784073
323,4983.46,0.61256,0.43135,0.98128,0.93217,0.80421,0.86861,0.61289,1.20469,0.93254,1.52353,0.000781323,0.000781323,0.000781323
324,4998.75,0.60447,0.42653,0.97065,0.91664,0.81214,0.86775,0.62225,1.1817,0.93621,1.50187,0.000778572,0.000778572,0.000778572
325,5013.93,0.59182,0.42116,0.96162,0.93079,0.80291,0.86983,0.59858,1.17663,0.95977,1.47272,0.000775822,0.000775822,0.000775822
326,5029.14,0.60288,0.4248,0.96945,0.9099,0.78135,0.87218,0.62581,1.18086,0.90072,1.45814,0.000773071,0.000773071,0.000773071
327,5044.54,0.59394,0.42544,0.97888,0.88124,0.78895,0.88942,0.63672,1.17961,0.85784,1.45278,0.000770321,0.000770321,0.000770321
328,5059.9,0.61229,0.4334,0.98628,0.85838,0.80259,0.86208,0.62103,1.16593,0.96712,1.45684,0.00076757,0.00076757,0.00076757
329,5075.22,0.59757,0.42929,0.96903,0.87675,0.78499,0.85703,0.62708,1.14917,0.98626,1.43174,0.00076482,0.00076482,0.00076482
330,5090.57,0.60721,0.42789,0.9715,0.84105,0.81022,0.88069,0.64006,1.1607,0.90167,1.44862,0.000762069,0.000762069,0.000762069
331,5105.91,0.61351,0.44024,0.98074,0.85435,0.81893,0.8879,0.62811,1.13986,0.89523,1.42968,0.000759318,0.000759318,0.000759318
332,5121.32,0.61676,0.42407,0.97312,0.90402,0.81207,0.87081,0.60133,1.16496,0.96766,1.45698,0.000756568,0.000756568,0.000756568
333,5136.61,0.60483,0.42389,0.97686,0.86953,0.81222,0.88819,0.62821,1.17238,0.88133,1.44662,0.000753817,0.000753817,0.000753817
334,5151.95,0.60637,0.43176,0.97688,0.8901,0.81302,0.88044,0.61587,1.19153,0.92159,1.46196,0.000751067,0.000751067,0.000751067
335,5167.36,0.58944,0.42422,0.96671,0.89574,0.78755,0.88412,0.61544,1.18541,0.8975,1.46727,0.000748316,0.000748316,0.000748316
336,5182.79,0.57966,0.41485,0.96522,0.92806,0.76704,0.86587,0.60692,1.16006,0.91987,1.47157,0.000745566,0.000745566,0.000745566
337,5198.17,0.58333,0.40822,0.95716,0.9308,0.74795,0.87244,0.62309,1.17182,0.953,1.46918,0.000742815,0.000742815,0.000742815
338,5213.51,0.59308,0.41539,0.97127,0.90863,0.76665,0.86909,0.62164,1.17061,0.91293,1.4793,0.000740065,0.000740065,0.000740065
339,5228.79,0.58918,0.41271,0.96534,0.95125,0.70191,0.856,0.62459,1.16536,0.91435,1.47319,0.000737314,0.000737314,0.000737314
340,5244.04,0.57794,0.39877,0.95465,0.93522,0.75937,0.87174,0.62094,1.16216,0.94744,1.46684,0.000734564,0.000734564,0.000734564
341,5259.25,0.5811,0.40515,0.9615,0.92286,0.75282,0.85928,0.61599,1.14953,0.98684,1.46422,0.000731813,0.000731813,0.000731813
342,5274.64,0.59128,0.42099,0.9659,0.89639,0.76954,0.85725,0.60671,1.14937,0.925,1.46256,0.000729062,0.000729062,0.000729062
343,5290.05,0.58354,0.42325,0.9681,0.86183,0.78747,0.85828,0.59212,1.18897,0.97813,1.48687,0.000726312,0.000726312,0.000726312
344,5305.4,0.57562,0.40974,0.96268,0.90162,0.78004,0.86307,0.59356,1.20013,0.90271,1.51643,0.000723561,0.000723561,0.000723561
345,5320.72,0.58467,0.40909,0.96391,0.94171,0.76033,0.85629,0.61039,1.2074,0.90799,1.51565,0.000720811,0.000720811,0.000720811
346,5336.06,0.58178,0.41523,0.96654,0.93142,0.79976,0.87231,0.60657,1.16988,0.89797,1.48644,0.00071806,0.00071806,0.00071806
347,5351.43,0.58974,0.41273,0.95842,0.93053,0.79571,0.86087,0.60091,1.16867,0.90259,1.48736,0.00071531,0.00071531,0.00071531
348,5366.78,0.59602,0.4242,0.97807,0.89354,0.76775,0.85243,0.61057,1.14563,0.91142,1.46812,0.000712559,0.000712559,0.000712559
349,5382.06,0.58141,0.41502,0.95802,0.88538,0.78102,0.86248,0.59865,1.15249,0.97845,1.47372,0.000709809,0.000709809,0.000709809
350,5397.42,0.57906,0.40673,0.95461,0.9461,0.73497,0.85986,0.60963,1.1664,1.04654,1.46411,0.000707058,0.000707058,0.000707058
351,5412.81,0.58865,0.42213,0.96475,0.95799,0.74116,0.87187,0.60922,1.20381,1.0224,1.49659,0.000704307,0.000704307,0.000704307
352,5428.23,0.58328,0.41704,0.96708,0.84873,0.81347,0.85476,0.59853,1.18979,1.00118,1.49815,0.000701557,0.000701557,0.000701557
353,5443.57,0.5781,0.41979,0.96301,0.95545,0.74307,0.86569,0.60657,1.16808,0.94666,1.47649,0.000698806,0.000698806,0.000698806
354,5458.92,0.55906,0.39712,0.95672,0.9456,0.76112,0.87182,0.61204,1.17965,0.975,1.47795,0.000696056,0.000696056,0.000696056
355,5474.3,0.58045,0.41428,0.9623,0.93982,0.76073,0.85968,0.60019,1.17311,0.94637,1.47538,0.000693305,0.000693305,0.000693305
356,5489.62,0.57355,0.39972,0.95818,0.89647,0.76366,0.86114,0.59804,1.15107,1.00247,1.47163,0.000690555,0.000690555,0.000690555
357,5504.84,0.5695,0.39568,0.95608,0.888,0.76338,0.84233,0.59701,1.15049,1.0792,1.45529,0.000687804,0.000687804,0.000687804
358,5520.28,0.57584,0.40517,0.963,0.83173,0.78718,0.83475,0.59817,1.1877,1.00756,1.497,0.000685054,0.000685054,0.000685054
359,5535.67,0.57356,0.40555,0.96151,0.86374,0.76528,0.83408,0.58548,1.20631,0.95936,1.51816,0.000682303,0.000682303,0.000682303
360,5551.01,0.57682,0.40579,0.95751,0.88732,0.78737,0.85612,0.59278,1.16009,0.93549,1.45805,0.000679553,0.000679553,0.000679553
361,5566.4,0.56078,0.39206,0.95485,0.85994,0.78091,0.86495,0.61085,1.11914,0.9149,1.43432,0.000676802,0.000676802,0.000676802
362,5581.85,0.57236,0.4007,0.9564,0.87753,0.79253,0.87172,0.63,1.13104,0.87395,1.43937,0.000674051,0.000674051,0.000674051
363,5597.28,0.56957,0.39617,0.96134,0.91803,0.77719,0.8839,0.6424,1.13965,0.87849,1.42575,0.000671301,0.000671301,0.000671301
364,5612.58,0.57808,0.4117,0.95959,0.90347,0.78488,0.86678,0.64135,1.14427,0.9572,1.44612,0.00066855,0.00066855,0.00066855
